IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.222.98,80,80,FALSE,SIN,Asia Pacific,Singapore,81,10.34
47.243.42.219,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,46,10.34
47.236.253.41,2096,2096,TRUE,SIN,Asia Pacific,Singapore,69,10.33
8.219.73.21,2096,2096,TRUE,SIN,Asia Pacific,Singapore,83,10.32
8.219.250.239,8880,8880,FALSE,SIN,Asia Pacific,Singapore,34,10.32
47.74.43.95,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,70,10.31
8.219.42.72,443,443,TRUE,SIN,Asia Pacific,Singapore,43,10.31
8.219.210.64,2083,2083,TRUE,SIN,Asia Pacific,Singapore,105,10.31
8.217.147.230,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,74,10.31
8.222.134.170,8443,8443,TRUE,SIN,Asia Pacific,Singapore,98,10.3
8.219.93.5,2082,2082,FALSE,SIN,Asia Pacific,Singapore,47,10.3
8.222.208.83,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,10.3
8.219.142.191,2083,2083,TRUE,SIN,Asia Pacific,Singapore,195,10.29
8.219.196.24,443,443,TRUE,SIN,Asia Pacific,Singapore,163,10.29
8.222.197.251,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,10.29
47.76.49.246,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,49,10.29
8.219.93.5,8443,8443,TRUE,SIN,Asia Pacific,Singapore,41,10.28
8.218.211.17,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,50,10.27
8.222.144.50,8880,8880,FALSE,SIN,Asia Pacific,Singapore,27,10.27
8.219.206.53,2087,2087,TRUE,SIN,Asia Pacific,Singapore,142,10.27
8.218.211.17,80,80,FALSE,HKG,Asia Pacific,Hong Kong,46,10.27
8.219.99.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,70,10.26
8.222.167.147,80,80,FALSE,SIN,Asia Pacific,Singapore,9,10.26
8.222.221.86,8443,8443,TRUE,SIN,Asia Pacific,Singapore,31,10.26
8.217.239.116,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,37,10.24
8.219.141.174,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,10.24
8.219.61.52,443,443,TRUE,SIN,Asia Pacific,Singapore,34,10.24
8.222.219.34,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,10.23
8.222.144.117,8443,8443,TRUE,SIN,Asia Pacific,Singapore,95,10.23
8.222.180.242,8880,8880,FALSE,SIN,Asia Pacific,Singapore,23,10.23
47.74.43.95,80,80,FALSE,NRT,Asia Pacific,Tokyo,67,10.23
8.219.140.229,2053,2053,TRUE,SIN,Asia Pacific,Singapore,73,10.22
8.222.236.229,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,10.22
47.236.167.231,2052,2052,FALSE,SIN,Asia Pacific,Singapore,63,10.22
8.217.164.10,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,71,10.21
8.210.156.6,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,63,10.2
8.218.11.90,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,46,10.2
47.236.117.48,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,10.2
8.219.126.3,8443,8443,TRUE,SIN,Asia Pacific,Singapore,126,10.2
8.218.18.132,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,61,10.2
8.219.84.214,2082,2082,FALSE,SIN,Asia Pacific,Singapore,2,10.19
8.219.137.50,2096,2096,TRUE,SIN,Asia Pacific,Singapore,52,10.19
8.222.202.163,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,10.19
8.219.209.14,2086,2086,FALSE,SIN,Asia Pacific,Singapore,37,10.19
8.222.219.34,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,10.18
8.219.167.65,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,10.18
8.219.1.92,8443,8443,TRUE,SIN,Asia Pacific,Singapore,36,10.18
47.76.37.57,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,137,10.18
8.218.204.128,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,84,10.18
47.236.121.7,2082,2082,FALSE,SIN,Asia Pacific,Singapore,29,10.18
8.222.226.15,2087,2087,TRUE,SIN,Asia Pacific,Singapore,59,10.17
8.219.142.191,2053,2053,TRUE,SIN,Asia Pacific,Singapore,212,10.17
8.218.119.115,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,64,10.17
8.219.106.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,48,10.16
8.219.111.147,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,10.16
8.222.224.17,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,10.15
8.210.151.69,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,110,10.15
47.236.150.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,10.14
8.217.147.230,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,78,10.14
47.236.158.158,2053,2053,TRUE,SIN,Asia Pacific,Singapore,51,10.13
8.219.82.35,443,443,TRUE,SIN,Asia Pacific,Singapore,223,10.12
8.222.212.172,2053,2053,TRUE,SIN,Asia Pacific,Singapore,34,10.12
8.219.210.64,2087,2087,TRUE,SIN,Asia Pacific,Singapore,23,10.11
8.217.248.220,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,61,10.1
47.242.59.216,80,80,FALSE,HKG,Asia Pacific,Hong Kong,41,10.1
8.219.170.223,443,443,TRUE,SIN,Asia Pacific,Singapore,41,10.1
8.222.214.13,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,10.09
8.219.142.191,2096,2096,TRUE,SIN,Asia Pacific,Singapore,151,10.09
8.218.85.128,443,443,TRUE,HKG,Asia Pacific,Hong Kong,98,10.09
8.218.188.129,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,45,10.08
8.219.153.237,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,161,10.08
8.222.224.17,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,10.08
47.236.144.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,89,10.08
8.219.242.208,2087,2087,TRUE,SIN,Asia Pacific,Singapore,111,10.08
8.222.211.16,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,10.07
8.222.249.98,8443,8443,TRUE,SIN,Asia Pacific,Singapore,61,10.07
8.218.204.128,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,35,10.06
8.219.200.145,2095,2095,FALSE,SIN,Asia Pacific,Singapore,29,10.06
8.219.170.180,443,443,TRUE,SIN,Asia Pacific,Singapore,81,10.05
8.219.107.135,8080,8080,FALSE,SIN,Asia Pacific,Singapore,70,10.05
8.222.174.108,2053,2053,TRUE,SIN,Asia Pacific,Singapore,44,10.05
8.219.111.175,2082,2082,FALSE,SIN,Asia Pacific,Singapore,76,10.05
8.219.86.200,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,10.05
47.236.116.182,2053,2053,TRUE,SIN,Asia Pacific,Singapore,100,10.04
8.219.103.57,2087,2087,TRUE,SIN,Asia Pacific,Singapore,136,10.04
8.222.180.242,443,443,TRUE,SIN,Asia Pacific,Singapore,61,10.04
8.219.106.156,443,443,TRUE,SIN,Asia Pacific,Singapore,94,10.03
8.222.187.4,80,80,FALSE,SIN,Asia Pacific,Singapore,3,10.02
8.219.13.143,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,10.02
8.219.11.158,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,10.01
47.236.116.182,80,80,FALSE,SIN,Asia Pacific,Singapore,9,10.01
8.219.206.180,2096,2096,TRUE,SIN,Asia Pacific,Singapore,83,10.01
8.219.77.222,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,10.01
8.219.178.101,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,10.01
47.236.144.156,80,80,FALSE,SIN,Asia Pacific,Singapore,8,10.01
47.76.77.103,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,95,10
8.219.110.88,2096,2096,TRUE,SIN,Asia Pacific,Singapore,88,10
8.219.103.57,2086,2086,FALSE,SIN,Asia Pacific,Singapore,39,10
47.236.116.26,2096,2096,TRUE,SIN,Asia Pacific,Singapore,71,9.99
8.219.50.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,26,9.98
8.218.48.92,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,71,9.98
47.236.144.196,2096,2096,TRUE,SIN,Asia Pacific,Singapore,63,9.97
47.236.130.95,2096,2096,TRUE,SIN,Asia Pacific,Singapore,53,9.97
47.88.15.127,443,443,TRUE,SJC,North America,San Jose,177,9.97
8.219.1.92,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,9.97
47.76.32.108,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,55,9.97
8.219.228.186,2096,2096,TRUE,SIN,Asia Pacific,Singapore,166,9.97
8.219.113.232,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,9.97
8.219.50.180,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,9.97
8.218.105.223,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,33,9.96
8.219.0.162,2053,2053,TRUE,SIN,Asia Pacific,Singapore,93,9.96
8.219.1.92,80,80,FALSE,SIN,Asia Pacific,Singapore,4,9.95
47.236.87.206,443,443,TRUE,SIN,Asia Pacific,Singapore,57,9.95
8.219.250.239,2087,2087,TRUE,SIN,Asia Pacific,Singapore,102,9.95
8.217.251.62,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,52,9.94
47.236.83.239,2096,2096,TRUE,SIN,Asia Pacific,Singapore,65,9.94
8.219.142.191,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,9.94
8.218.188.129,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,39,9.94
8.217.250.5,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,79,9.94
47.236.125.62,80,80,FALSE,NRT,Asia Pacific,Tokyo,74,9.93
47.236.83.239,80,80,FALSE,SIN,Asia Pacific,Singapore,27,9.92
47.236.165.25,2095,2095,FALSE,SIN,Asia Pacific,Singapore,25,9.92
8.217.239.116,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,78,9.91
8.219.40.37,8443,8443,TRUE,SIN,Asia Pacific,Singapore,116,9.91
8.219.196.117,2087,2087,TRUE,SIN,Asia Pacific,Singapore,128,9.91
8.219.228.157,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,9.9
47.242.234.127,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,92,9.9
8.219.51.211,443,443,TRUE,SIN,Asia Pacific,Singapore,57,9.9
8.219.72.50,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,9.89
8.218.158.94,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,9.89
8.219.111.175,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,9.89
8.219.242.208,2053,2053,TRUE,SIN,Asia Pacific,Singapore,161,9.89
8.219.163.195,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,9.88
8.219.6.157,2083,2083,TRUE,SIN,Asia Pacific,Singapore,36,9.88
47.242.202.230,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,77,9.87
8.219.122.96,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,9.87
8.222.134.170,8080,8080,FALSE,SIN,Asia Pacific,Singapore,48,9.86
8.218.174.118,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,87,9.86
8.219.83.201,80,80,FALSE,SIN,Asia Pacific,Singapore,36,9.84
8.219.247.203,2083,2083,TRUE,SIN,Asia Pacific,Singapore,83,9.84
8.219.99.8,2083,2083,TRUE,SIN,Asia Pacific,Singapore,23,9.83
8.219.73.21,2083,2083,TRUE,SIN,Asia Pacific,Singapore,163,9.83
47.76.49.246,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,128,9.83
8.218.207.169,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,44,9.83
8.218.110.180,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,49,9.82
8.218.207.169,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,53,9.82
8.219.100.168,2082,2082,FALSE,SIN,Asia Pacific,Singapore,72,9.81
8.222.136.247,2083,2083,TRUE,SIN,Asia Pacific,Singapore,90,9.81
8.217.250.5,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,75,9.81
8.222.193.65,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,9.8
8.219.222.8,2053,2053,TRUE,SIN,Asia Pacific,Singapore,130,9.79
8.222.144.117,2087,2087,TRUE,SIN,Asia Pacific,Singapore,93,9.79
8.219.152.195,2083,2083,TRUE,SIN,Asia Pacific,Singapore,95,9.79
47.245.86.230,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,9.79
8.219.73.188,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,9.79
8.219.206.53,2083,2083,TRUE,SIN,Asia Pacific,Singapore,132,9.77
8.219.157.97,2087,2087,TRUE,SIN,Asia Pacific,Singapore,167,9.77
8.219.104.37,2083,2083,TRUE,SIN,Asia Pacific,Singapore,41,9.77
8.219.222.98,8443,8443,TRUE,SIN,Asia Pacific,Singapore,107,9.76
8.222.210.182,443,443,TRUE,SIN,Asia Pacific,Singapore,36,9.76
47.245.126.151,2052,2052,FALSE,SIN,Asia Pacific,Singapore,28,9.75
8.219.58.64,2086,2086,FALSE,SIN,Asia Pacific,Singapore,29,9.75
47.236.171.205,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,9.75
8.217.250.222,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,65,9.75
8.219.73.188,2096,2096,TRUE,SIN,Asia Pacific,Singapore,69,9.75
8.222.183.242,2053,2053,TRUE,SIN,Asia Pacific,Singapore,65,9.74
8.219.67.133,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,9.73
8.218.174.118,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,54,9.73
47.236.117.48,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,9.73
8.219.84.102,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,9.73
8.222.221.90,80,80,FALSE,SIN,Asia Pacific,Singapore,5,9.72
8.219.3.53,2083,2083,TRUE,SIN,Asia Pacific,Singapore,170,9.72
8.218.181.189,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,46,9.71
8.219.13.143,2053,2053,TRUE,SIN,Asia Pacific,Singapore,15,9.71
8.219.4.122,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,9.71
8.218.110.180,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,95,9.7
8.222.193.208,2095,2095,FALSE,SIN,Asia Pacific,Singapore,23,9.7
8.219.151.193,2082,2082,FALSE,SIN,Asia Pacific,Singapore,23,9.69
8.210.146.108,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,119,9.69
47.236.171.205,2053,2053,TRUE,SIN,Asia Pacific,Singapore,95,9.68
8.219.111.147,443,443,TRUE,SIN,Asia Pacific,Singapore,77,9.68
8.219.199.220,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,9.68
8.217.193.25,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,65,9.68
8.218.11.90,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,74,9.67
8.219.13.143,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,9.67
8.219.170.223,2087,2087,TRUE,SIN,Asia Pacific,Singapore,166,9.67
8.219.101.72,2053,2053,TRUE,SIN,Asia Pacific,Singapore,73,9.65
8.219.100.168,2095,2095,FALSE,SIN,Asia Pacific,Singapore,21,9.65
47.236.144.208,2096,2096,TRUE,SIN,Asia Pacific,Singapore,57,9.63
47.236.169.141,2087,2087,TRUE,SIN,Asia Pacific,Singapore,85,9.63
8.217.251.62,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,63,9.63
8.219.198.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,9.63
8.222.136.247,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,9.63
47.243.42.219,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,106,9.62
8.218.110.180,80,80,FALSE,HKG,Asia Pacific,Hong Kong,39,9.62
8.219.209.14,2087,2087,TRUE,SIN,Asia Pacific,Singapore,98,9.62
8.219.103.126,2087,2087,TRUE,SIN,Asia Pacific,Singapore,97,9.62
8.218.65.237,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,9.61
47.245.105.224,2053,2053,TRUE,SIN,Asia Pacific,Singapore,66,9.61
8.219.84.102,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,9.61
8.219.60.54,2096,2096,TRUE,SIN,Asia Pacific,Singapore,163,9.61
8.219.60.68,80,80,FALSE,SIN,Asia Pacific,Singapore,4,9.6
8.219.102.252,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,9.6
8.219.84.102,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,9.6
8.219.156.148,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,9.6
47.245.108.213,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,9.59
47.243.183.127,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,52,9.59
8.210.192.93,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,94,9.59
8.218.201.73,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,34,9.57
8.222.208.83,2083,2083,TRUE,SIN,Asia Pacific,Singapore,43,9.56
8.218.11.90,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,95,9.56
47.76.49.246,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,151,9.55
8.219.40.255,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,9.55
8.219.213.112,2087,2087,TRUE,SIN,Asia Pacific,Singapore,122,9.55
8.222.138.164,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,9.54
8.219.83.201,8443,8443,TRUE,SIN,Asia Pacific,Singapore,38,9.54
8.219.175.127,2052,2052,FALSE,SIN,Asia Pacific,Singapore,39,9.53
8.219.73.21,8080,8080,FALSE,SIN,Asia Pacific,Singapore,75,9.53
8.222.187.4,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,9.52
47.236.116.26,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,9.52
8.219.178.101,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,9.52
8.217.248.220,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,76,9.51
8.222.138.164,2096,2096,TRUE,SIN,Asia Pacific,Singapore,113,9.51
8.222.160.176,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,9.51
47.236.83.239,8443,8443,TRUE,SIN,Asia Pacific,Singapore,51,9.51
8.219.170.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,91,9.51
8.222.221.90,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,9.51
8.222.215.228,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,9.5
8.219.107.135,2083,2083,TRUE,SIN,Asia Pacific,Singapore,151,9.5
8.222.219.34,2083,2083,TRUE,SIN,Asia Pacific,Singapore,55,9.49
8.219.12.152,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,9.49
8.218.126.53,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,47,9.48
47.236.158.158,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,9.48
8.222.221.90,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,9.48
47.236.144.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,9.47
8.219.5.10,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,9.46
8.217.193.25,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,93,9.46
8.219.102.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,214,9.46
8.219.159.232,2087,2087,TRUE,SIN,Asia Pacific,Singapore,79,9.45
8.218.181.189,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,39,9.44
8.217.221.165,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,57,9.44
8.222.237.131,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,9.44
47.254.66.75,443,443,TRUE,SJC,North America,San Jose,270,9.43
8.219.83.201,8080,8080,FALSE,SIN,Asia Pacific,Singapore,52,9.42
47.236.144.156,2082,2082,FALSE,SIN,Asia Pacific,Singapore,37,9.42
8.219.147.58,2086,2086,FALSE,SIN,Asia Pacific,Singapore,23,9.41
47.245.105.224,8443,8443,TRUE,SIN,Asia Pacific,Singapore,55,9.41
8.219.201.245,2053,2053,TRUE,SIN,Asia Pacific,Singapore,54,9.4
8.218.3.12,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,59,9.39
47.74.45.143,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,70,9.38
8.219.103.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,9.38
8.218.18.235,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,103,9.38
8.219.106.156,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,9.38
8.219.60.68,443,443,TRUE,SIN,Asia Pacific,Singapore,29,9.38
47.242.202.230,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,154,9.37
8.219.61.52,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,9.37
8.217.251.62,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,86,9.37
47.236.130.95,443,443,TRUE,SIN,Asia Pacific,Singapore,77,9.37
47.236.253.41,8880,8880,FALSE,SIN,Asia Pacific,Singapore,36,9.37
8.210.192.93,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,79,9.37
8.219.147.58,2095,2095,FALSE,SIN,Asia Pacific,Singapore,40,9.36
8.222.222.64,8443,8443,TRUE,SIN,Asia Pacific,Singapore,33,9.36
8.219.101.72,2096,2096,TRUE,SIN,Asia Pacific,Singapore,49,9.36
8.217.248.220,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,9.36
8.217.250.222,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,48,9.35
8.219.170.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,78,9.35
8.210.65.1,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,60,9.35
8.210.65.1,443,443,TRUE,HKG,Asia Pacific,Hong Kong,63,9.34
8.222.221.109,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,9.34
8.219.103.126,2083,2083,TRUE,SIN,Asia Pacific,Singapore,62,9.33
8.219.193.202,80,80,FALSE,SIN,Asia Pacific,Singapore,11,9.33
47.236.146.249,8080,8080,FALSE,SIN,Asia Pacific,Singapore,23,9.33
8.219.4.122,2083,2083,TRUE,SIN,Asia Pacific,Singapore,39,9.32
8.219.206.53,443,443,TRUE,SIN,Asia Pacific,Singapore,127,9.32
8.219.194.170,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,9.31
8.219.240.160,2087,2087,TRUE,SIN,Asia Pacific,Singapore,146,9.31
8.219.174.142,2083,2083,TRUE,SIN,Asia Pacific,Singapore,58,9.31
8.219.0.162,8443,8443,TRUE,SIN,Asia Pacific,Singapore,185,9.3
8.219.245.187,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,9.3
8.222.223.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,9.3
8.219.174.213,2096,2096,TRUE,SIN,Asia Pacific,Singapore,115,9.3
8.219.72.50,2083,2083,TRUE,SIN,Asia Pacific,Singapore,60,9.3
8.219.72.51,2083,2083,TRUE,SIN,Asia Pacific,Singapore,92,9.3
8.219.4.122,8443,8443,TRUE,SIN,Asia Pacific,Singapore,64,9.29
8.222.212.219,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,9.29
8.219.73.21,2053,2053,TRUE,SIN,Asia Pacific,Singapore,111,9.28
8.222.208.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,56,9.28
8.219.73.21,443,443,TRUE,SIN,Asia Pacific,Singapore,134,9.27
8.218.3.12,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,57,9.27
8.218.105.223,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,53,9.27
8.219.106.156,2087,2087,TRUE,SIN,Asia Pacific,Singapore,70,9.27
47.76.32.108,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,61,9.27
