IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.237.250,8880,8880,FALSE,SIN,Asia Pacific,Singapore,23,9.27
8.219.106.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,9.26
8.219.159.232,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,9.25
8.222.180.86,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,9.24
8.219.99.8,8443,8443,TRUE,SIN,Asia Pacific,Singapore,87,9.24
8.219.140.63,2053,2053,TRUE,SIN,Asia Pacific,Singapore,125,9.24
8.219.40.37,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,9.22
8.218.18.235,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,42,9.21
8.210.9.129,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,43,9.21
8.217.250.5,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,99,9.21
8.219.51.211,2053,2053,TRUE,SIN,Asia Pacific,Singapore,131,9.2
8.219.186.189,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,9.2
8.219.40.37,2083,2083,TRUE,SIN,Asia Pacific,Singapore,206,9.2
8.222.210.182,2087,2087,TRUE,SIN,Asia Pacific,Singapore,61,9.2
8.217.164.10,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,83,9.19
8.219.142.229,2087,2087,TRUE,SIN,Asia Pacific,Singapore,135,9.19
8.219.157.97,8443,8443,TRUE,SIN,Asia Pacific,Singapore,109,9.19
8.219.199.220,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,9.18
8.219.66.156,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,107,9.18
8.219.175.127,8443,8443,TRUE,SIN,Asia Pacific,Singapore,73,9.18
8.222.184.198,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,9.17
8.219.99.169,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,9.17
8.219.247.203,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,9.17
8.218.105.223,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,9.17
47.236.117.48,2053,2053,TRUE,SIN,Asia Pacific,Singapore,47,9.16
47.236.125.62,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,77,9.16
47.236.169.164,80,80,FALSE,SIN,Asia Pacific,Singapore,12,9.15
8.219.159.232,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,9.15
8.219.196.117,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,9.15
8.219.196.117,80,80,FALSE,SIN,Asia Pacific,Singapore,18,9.15
8.222.208.38,2052,2052,FALSE,SIN,Asia Pacific,Singapore,22,9.15
8.219.193.22,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,9.15
8.222.138.164,2083,2083,TRUE,SIN,Asia Pacific,Singapore,61,9.14
8.219.60.68,443,443,TRUE,SIN,Asia Pacific,Singapore,134,9.12
8.219.103.65,80,80,FALSE,SIN,Asia Pacific,Singapore,5,9.12
47.236.164.215,80,80,FALSE,SIN,Asia Pacific,Singapore,11,9.12
47.76.32.108,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,137,9.1
47.236.144.156,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,9.1
47.236.116.26,80,80,FALSE,SIN,Asia Pacific,Singapore,21,9.1
8.217.251.62,443,443,TRUE,HKG,Asia Pacific,Hong Kong,69,9.09
8.219.201.174,80,80,FALSE,SIN,Asia Pacific,Singapore,11,9.09
8.219.170.223,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,9.09
8.222.249.190,2082,2082,FALSE,SIN,Asia Pacific,Singapore,24,9.08
47.242.176.237,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,56,9.08
47.91.31.231,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,285,9.08
47.236.174.206,2052,2052,FALSE,SIN,Asia Pacific,Singapore,22,9.08
8.219.84.102,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,9.07
8.219.67.133,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,9.07
8.219.167.65,2095,2095,FALSE,SIN,Asia Pacific,Singapore,21,9.06
8.219.228.186,2053,2053,TRUE,SIN,Asia Pacific,Singapore,96,9.06
8.219.84.102,2087,2087,TRUE,SIN,Asia Pacific,Singapore,88,9.05
8.222.244.192,2096,2096,TRUE,SIN,Asia Pacific,Singapore,60,9.05
8.210.107.246,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,102,9.05
8.222.221.86,2053,2053,TRUE,SIN,Asia Pacific,Singapore,49,9.04
47.236.169.15,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,9.02
8.219.220.88,2087,2087,TRUE,SIN,Asia Pacific,Singapore,94,9.02
8.218.122.55,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,78,9.01
47.236.164.215,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,9.01
8.219.151.193,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,9.01
8.210.151.69,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,111,9.01
8.222.226.15,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,9
8.219.73.21,2087,2087,TRUE,SIN,Asia Pacific,Singapore,90,9
8.219.1.92,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,9
47.236.97.90,8443,8443,TRUE,SIN,Asia Pacific,Singapore,112,8.99
8.210.66.190,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,104,8.99
8.219.5.10,80,80,FALSE,SIN,Asia Pacific,Singapore,4,8.98
8.222.184.198,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,8.98
8.219.151.193,443,443,TRUE,NRT,Asia Pacific,Tokyo,86,8.97
8.219.101.138,80,80,FALSE,SIN,Asia Pacific,Singapore,21,8.97
8.222.167.147,2096,2096,TRUE,SIN,Asia Pacific,Singapore,105,8.96
8.218.52.115,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,96,8.95
8.219.193.202,2095,2095,FALSE,SIN,Asia Pacific,Singapore,15,8.95
8.219.170.180,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.94
47.74.45.143,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,69,8.93
47.74.45.143,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,71,8.92
8.222.180.242,2052,2052,FALSE,SIN,Asia Pacific,Singapore,23,8.92
8.219.209.14,8080,8080,FALSE,SIN,Asia Pacific,Singapore,9,8.92
47.236.254.120,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,8.92
47.236.145.85,80,80,FALSE,SIN,Asia Pacific,Singapore,24,8.92
8.219.4.122,2096,2096,TRUE,SIN,Asia Pacific,Singapore,83,8.92
8.219.126.3,2083,2083,TRUE,SIN,Asia Pacific,Singapore,69,8.91
8.219.106.15,8080,8080,FALSE,SIN,Asia Pacific,Singapore,73,8.91
8.222.184.198,2083,2083,TRUE,SIN,Asia Pacific,Singapore,90,8.91
8.210.66.190,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,57,8.91
47.236.167.231,80,80,FALSE,SIN,Asia Pacific,Singapore,29,8.91
8.219.104.242,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,8.9
8.219.106.15,2053,2053,TRUE,SIN,Asia Pacific,Singapore,130,8.9
8.222.244.123,8443,8443,TRUE,SIN,Asia Pacific,Singapore,22,8.88
8.219.3.53,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,8.88
8.217.147.230,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,62,8.87
8.222.167.147,2082,2082,FALSE,SIN,Asia Pacific,Singapore,24,8.87
8.219.106.156,2087,2087,TRUE,SIN,Asia Pacific,Singapore,207,8.87
8.217.145.40,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,37,8.86
8.222.244.123,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,8.86
8.219.193.22,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,8.86
8.219.13.143,8443,8443,TRUE,SIN,Asia Pacific,Singapore,107,8.85
8.218.18.235,80,80,FALSE,HKG,Asia Pacific,Hong Kong,45,8.85
8.219.197.111,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,8.85
8.219.142.229,2083,2083,TRUE,SIN,Asia Pacific,Singapore,123,8.85
8.219.163.195,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,8.84
8.222.164.209,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,8.84
47.236.146.249,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,8.83
8.222.137.192,2052,2052,FALSE,SIN,Asia Pacific,Singapore,33,8.83
8.222.193.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,8.83
47.245.114.163,8443,8443,TRUE,SIN,Asia Pacific,Singapore,32,8.82
8.219.200.145,2087,2087,TRUE,SIN,Asia Pacific,Singapore,134,8.81
8.219.93.5,8443,8443,TRUE,SIN,Asia Pacific,Singapore,143,8.81
8.219.87.34,2087,2087,TRUE,SIN,Asia Pacific,Singapore,162,8.81
47.236.87.246,2087,2087,TRUE,SIN,Asia Pacific,Singapore,46,8.81
8.219.74.35,8080,8080,FALSE,SIN,Asia Pacific,Singapore,27,8.81
8.218.18.132,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,42,8.81
8.218.188.129,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,60,8.8
8.219.179.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,8.8
47.74.5.99,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,76,8.8
47.236.130.95,2083,2083,TRUE,SIN,Asia Pacific,Singapore,60,8.79
47.74.45.143,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,72,8.79
8.222.215.228,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,8.79
8.219.195.47,2087,2087,TRUE,SIN,Asia Pacific,Singapore,101,8.79
8.219.58.64,2096,2096,TRUE,SIN,Asia Pacific,Singapore,35,8.79
8.218.48.92,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,62,8.79
8.218.110.180,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,108,8.78
47.236.158.158,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,8.77
47.236.172.71,8080,8080,FALSE,SIN,Asia Pacific,Singapore,29,8.77
8.219.198.34,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,8.77
47.236.75.113,2053,2053,TRUE,SIN,Asia Pacific,Singapore,37,8.77
8.210.245.224,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,48,8.77
8.219.102.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,47,8.76
47.236.165.25,8443,8443,TRUE,SIN,Asia Pacific,Singapore,49,8.76
8.219.6.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,118,8.76
8.219.101.72,80,80,FALSE,SIN,Asia Pacific,Singapore,23,8.76
8.218.48.92,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,54,8.76
8.222.254.91,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,8.76
8.219.51.211,2096,2096,TRUE,SIN,Asia Pacific,Singapore,118,8.75
8.219.40.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,81,8.75
8.222.212.172,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,8.75
47.236.116.182,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,8.75
8.222.146.222,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,8.74
8.219.97.179,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,8.73
8.218.52.115,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,38,8.73
8.222.255.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,8.73
8.219.251.81,443,443,TRUE,SIN,Asia Pacific,Singapore,79,8.72
8.222.197.251,8443,8443,TRUE,SIN,Asia Pacific,Singapore,55,8.72
8.219.206.53,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,8.72
47.242.202.230,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,70,8.71
8.209.244.172,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,8.71
8.219.60.54,2096,2096,TRUE,SIN,Asia Pacific,Singapore,35,8.71
8.218.243.95,443,443,TRUE,HKG,Asia Pacific,Hong Kong,59,8.7
8.210.250.120,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,56,8.7
8.219.194.170,2083,2083,TRUE,SIN,Asia Pacific,Singapore,101,8.7
8.219.201.8,2082,2082,FALSE,SIN,Asia Pacific,Singapore,75,8.7
47.236.167.231,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,8.69
47.236.10.100,8443,8443,TRUE,SIN,Asia Pacific,Singapore,85,8.69
8.217.248.220,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,61,8.69
8.218.143.10,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,46,8.69
8.218.11.90,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,65,8.68
8.219.3.53,2053,2053,TRUE,SIN,Asia Pacific,Singapore,14,8.68
8.219.206.180,8443,8443,TRUE,SIN,Asia Pacific,Singapore,115,8.68
8.219.100.155,2096,2096,TRUE,SIN,Asia Pacific,Singapore,128,8.68
8.218.18.235,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,55,8.68
8.219.140.229,2052,2052,FALSE,SIN,Asia Pacific,Singapore,25,8.68
8.222.249.190,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,8.65
8.217.250.222,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,8.65
8.219.202.130,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,8.65
47.236.75.113,2087,2087,TRUE,SIN,Asia Pacific,Singapore,72,8.65
8.222.167.147,2087,2087,TRUE,SIN,Asia Pacific,Singapore,45,8.64
8.219.51.211,2096,2096,TRUE,SIN,Asia Pacific,Singapore,36,8.63
8.219.61.52,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,8.63
47.236.145.85,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,8.62
8.219.60.54,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,8.61
8.219.195.47,2083,2083,TRUE,SIN,Asia Pacific,Singapore,87,8.61
8.218.18.132,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,53,8.61
8.219.228.157,80,80,FALSE,SIN,Asia Pacific,Singapore,12,8.6
8.222.128.131,2052,2052,FALSE,SIN,Asia Pacific,Singapore,24,8.6
8.222.160.176,8443,8443,TRUE,SIN,Asia Pacific,Singapore,88,8.6
8.219.60.68,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,8.6
8.219.151.193,443,443,TRUE,NRT,Asia Pacific,Tokyo,80,8.59
8.219.170.180,2096,2096,TRUE,SIN,Asia Pacific,Singapore,72,8.59
47.76.49.246,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,88,8.59
8.222.226.15,80,80,FALSE,SIN,Asia Pacific,Singapore,25,8.59
8.219.40.255,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,8.59
47.236.254.120,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,8.58
8.219.199.220,2096,2096,TRUE,SIN,Asia Pacific,Singapore,102,8.58
47.236.149.107,8880,8880,FALSE,SIN,Asia Pacific,Singapore,13,8.58
47.76.49.246,80,80,FALSE,HKG,Asia Pacific,Hong Kong,43,8.58
8.218.105.223,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,90,8.58
8.219.111.175,8443,8443,TRUE,SIN,Asia Pacific,Singapore,199,8.58
8.218.3.12,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,58,8.57
8.218.11.90,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,53,8.57
47.76.178.146,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,53,8.56
8.219.6.157,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,8.56
47.242.59.216,80,80,FALSE,HKG,Asia Pacific,Hong Kong,42,8.56
8.219.3.53,8443,8443,TRUE,SIN,Asia Pacific,Singapore,94,8.56
47.245.86.230,8880,8880,FALSE,SIN,Asia Pacific,Singapore,13,8.56
8.219.110.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,121,8.55
8.218.174.118,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,74,8.55
8.219.202.130,2052,2052,FALSE,SIN,Asia Pacific,Singapore,56,8.55
47.245.108.213,8880,8880,FALSE,SIN,Asia Pacific,Singapore,29,8.54
8.219.78.1,2096,2096,TRUE,SIN,Asia Pacific,Singapore,91,8.54
8.218.119.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,77,8.54
8.222.249.190,2096,2096,TRUE,SIN,Asia Pacific,Singapore,53,8.53
8.219.97.179,2053,2053,TRUE,SIN,Asia Pacific,Singapore,82,8.53
8.222.226.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,8.52
8.219.5.10,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,8.52
8.219.0.162,2053,2053,TRUE,SIN,Asia Pacific,Singapore,38,8.52
8.218.22.210,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,100,8.51
47.91.31.231,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,71,8.51
47.245.114.163,2087,2087,TRUE,SIN,Asia Pacific,Singapore,88,8.5
8.218.204.128,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,47,8.5
8.218.211.17,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,8.49
8.219.122.55,2082,2082,FALSE,SIN,Asia Pacific,Singapore,77,8.49
8.222.224.17,8443,8443,TRUE,SIN,Asia Pacific,Singapore,50,8.49
8.219.163.195,8443,8443,TRUE,SIN,Asia Pacific,Singapore,66,8.48
8.219.145.245,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,8.48
8.219.72.51,2087,2087,TRUE,SIN,Asia Pacific,Singapore,152,8.48
47.236.83.239,2053,2053,TRUE,SIN,Asia Pacific,Singapore,67,8.47
8.219.139.13,2083,2083,TRUE,SIN,Asia Pacific,Singapore,47,8.47
47.236.117.48,8880,8880,FALSE,SIN,Asia Pacific,Singapore,37,8.46
47.236.170.54,2053,2053,TRUE,SIN,Asia Pacific,Singapore,46,8.46
47.237.8.82,8443,8443,TRUE,SIN,Asia Pacific,Singapore,129,8.45
8.219.99.169,2087,2087,TRUE,SIN,Asia Pacific,Singapore,19,8.45
47.236.75.113,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,8.45
8.218.201.73,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,43,8.44
8.219.78.1,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,8.44
8.218.201.73,80,80,FALSE,HKG,Asia Pacific,Hong Kong,39,8.43
8.219.250.239,443,443,TRUE,SIN,Asia Pacific,Singapore,180,8.43
8.219.201.8,8443,8443,TRUE,SIN,Asia Pacific,Singapore,160,8.42
8.219.111.175,2083,2083,TRUE,SIN,Asia Pacific,Singapore,42,8.41
47.236.144.208,8443,8443,TRUE,SIN,Asia Pacific,Singapore,43,8.41
8.210.151.69,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,8.41
8.219.1.92,8080,8080,FALSE,SIN,Asia Pacific,Singapore,30,8.41
47.76.32.108,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,76,8.41
47.236.169.15,8080,8080,FALSE,SIN,Asia Pacific,Singapore,21,8.4
8.222.128.131,2083,2083,TRUE,SIN,Asia Pacific,Singapore,37,8.4
47.242.174.27,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,96,8.4
47.243.183.127,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,76,8.39
8.218.18.235,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,60,8.39
8.222.184.198,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,8.39
8.219.84.214,2083,2083,TRUE,SIN,Asia Pacific,Singapore,91,8.38
8.210.101.157,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,40,8.37
8.219.215.214,2053,2053,TRUE,SIN,Asia Pacific,Singapore,116,8.37
8.219.60.54,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,8.36
8.219.141.174,2083,2083,TRUE,SIN,Asia Pacific,Singapore,86,8.36
8.219.111.175,8880,8880,FALSE,SIN,Asia Pacific,Singapore,27,8.36
47.236.168.17,2086,2086,FALSE,SIN,Asia Pacific,Singapore,29,8.36
8.219.193.202,2096,2096,TRUE,SIN,Asia Pacific,Singapore,182,8.36
8.219.4.122,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,8.36
8.218.122.55,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,8.34
8.210.250.120,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,38,8.33
47.236.158.158,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,8.33
8.218.52.115,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,42,8.32
8.219.248.47,2053,2053,TRUE,SIN,Asia Pacific,Singapore,134,8.32
8.222.128.131,2095,2095,FALSE,SIN,Asia Pacific,Singapore,20,8.32
8.219.202.130,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,8.31
8.219.40.37,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,8.31
47.242.54.157,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,67,8.31
8.219.40.255,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,8.3
47.236.144.156,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,8.3
8.219.5.10,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,8.3
8.222.193.208,2083,2083,TRUE,SIN,Asia Pacific,Singapore,23,8.29
8.219.103.57,8880,8880,FALSE,SIN,Asia Pacific,Singapore,238,8.29
8.222.212.219,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,8.28
8.218.211.17,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,52,8.28
8.219.240.160,80,80,FALSE,SIN,Asia Pacific,Singapore,22,8.28
8.218.110.180,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,8.26
8.219.42.72,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,8.26
8.219.240.160,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,8.26
8.218.119.115,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,67,8.25
8.219.142.229,2053,2053,TRUE,SIN,Asia Pacific,Singapore,98,8.25
47.236.116.26,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,8.25
47.242.202.230,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,80,8.25
8.218.127.249,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,50,8.24
8.219.206.53,8443,8443,TRUE,SIN,Asia Pacific,Singapore,124,8.23
8.210.3.24,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,100,8.23
8.219.50.180,8443,8443,TRUE,SIN,Asia Pacific,Singapore,128,8.23
8.219.1.92,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,8.23
8.219.124.227,8443,8443,TRUE,SIN,Asia Pacific,Singapore,75,8.23
47.76.178.146,443,443,TRUE,HKG,Asia Pacific,Hong Kong,81,8.23
47.76.80.72,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,102,8.22
8.219.198.34,443,443,TRUE,SIN,Asia Pacific,Singapore,186,8.22
47.74.54.247,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,72,8.21
8.222.183.242,8443,8443,TRUE,SIN,Asia Pacific,Singapore,109,8.21
8.219.4.122,2096,2096,TRUE,SIN,Asia Pacific,Singapore,106,8.21
47.236.150.13,80,80,FALSE,SIN,Asia Pacific,Singapore,4,8.2
47.236.144.196,8443,8443,TRUE,SIN,Asia Pacific,Singapore,73,8.2
47.236.144.48,2082,2082,FALSE,SIN,Asia Pacific,Singapore,27,8.2
8.219.12.152,2087,2087,TRUE,SIN,Asia Pacific,Singapore,140,8.2
8.219.140.63,2083,2083,TRUE,SIN,Asia Pacific,Singapore,186,8.2
8.219.191.40,2053,2053,TRUE,SIN,Asia Pacific,Singapore,112,8.19
8.210.107.246,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,47,8.18
8.218.122.55,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,55,8.18
47.236.87.246,2096,2096,TRUE,SIN,Asia Pacific,Singapore,54,8.17
47.236.10.182,2083,2083,TRUE,SIN,Asia Pacific,Singapore,64,8.17
8.218.188.129,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,54,8.17
47.242.202.230,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,169,8.17
8.219.11.158,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,8.16
8.218.8.142,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,95,8.16
47.236.121.7,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.16
8.222.138.164,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,8.15
8.222.214.13,2095,2095,FALSE,SIN,Asia Pacific,Singapore,38,8.15
8.222.214.231,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,8.15
47.242.79.71,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,69,8.14
8.219.140.229,8443,8443,TRUE,SIN,Asia Pacific,Singapore,140,8.14
8.210.107.246,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,46,8.14
8.222.202.163,2083,2083,TRUE,SIN,Asia Pacific,Singapore,44,8.14
8.218.204.128,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,8.14
8.219.198.34,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,8.13
8.222.160.176,2096,2096,TRUE,SIN,Asia Pacific,Singapore,69,8.12
8.218.65.237,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,50,8.11
8.219.122.96,2096,2096,TRUE,SIN,Asia Pacific,Singapore,125,8.11
8.219.107.199,2053,2053,TRUE,SIN,Asia Pacific,Singapore,86,8.11
8.218.52.115,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,108,8.11
8.219.228.186,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,8.11
8.219.1.92,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,8.11
8.219.6.157,2096,2096,TRUE,SIN,Asia Pacific,Singapore,42,8.1
8.219.107.135,2053,2053,TRUE,SIN,Asia Pacific,Singapore,123,8.1
8.218.201.73,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,56,8.1
8.219.60.54,2083,2083,TRUE,SIN,Asia Pacific,Singapore,19,8.08
8.219.200.145,8443,8443,TRUE,SIN,Asia Pacific,Singapore,168,8.08
8.222.134.170,2053,2053,TRUE,SIN,Asia Pacific,Singapore,99,8.07
8.217.251.62,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,47,8.07
8.218.122.55,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,40,8.06
47.236.117.48,80,80,FALSE,SIN,Asia Pacific,Singapore,58,8.06
8.219.170.232,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,8.06
8.219.247.203,8443,8443,TRUE,SIN,Asia Pacific,Singapore,12,8.06
47.236.168.17,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,8.06
8.219.67.133,8443,8443,TRUE,SIN,Asia Pacific,Singapore,46,8.06
47.243.161.235,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,71,8.05
47.236.172.95,2082,2082,FALSE,SIN,Asia Pacific,Singapore,46,8.05
8.219.196.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,129,8.04
