IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.174.118,443,443,TRUE,HKG,Asia Pacific,Hong Kong,94,9.02
8.222.255.15,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,9.02
47.236.172.71,2096,2096,TRUE,SIN,Asia Pacific,Singapore,42,9.02
47.236.165.25,2095,2095,FALSE,SIN,Asia Pacific,Singapore,37,9.02
8.222.221.90,8880,8880,FALSE,SIN,Asia Pacific,Singapore,20,9.02
47.236.144.196,2095,2095,FALSE,SIN,Asia Pacific,Singapore,30,9.01
8.219.110.88,2087,2087,TRUE,SIN,Asia Pacific,Singapore,49,9.01
47.236.104.98,2096,2096,TRUE,SIN,Asia Pacific,Singapore,49,9
8.219.215.214,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,9
47.236.87.206,2086,2086,FALSE,SIN,Asia Pacific,Singapore,32,9
8.219.126.3,2095,2095,FALSE,SIN,Asia Pacific,Singapore,15,8.99
8.219.139.13,2053,2053,TRUE,SIN,Asia Pacific,Singapore,71,8.99
8.222.140.87,8443,8443,TRUE,SIN,Asia Pacific,Singapore,99,8.99
8.219.77.222,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,8.99
47.236.202.91,8443,8443,TRUE,SIN,Asia Pacific,Singapore,65,8.98
8.218.146.204,80,80,FALSE,HKG,Asia Pacific,Hong Kong,42,8.98
8.219.104.37,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,8.98
8.219.11.158,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,8.97
8.219.73.188,8443,8443,TRUE,SIN,Asia Pacific,Singapore,120,8.97
47.236.130.95,2082,2082,FALSE,SIN,Asia Pacific,Singapore,44,8.97
8.219.179.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,8.97
47.76.32.108,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,46,8.96
8.217.145.40,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,69,8.95
8.222.180.86,8880,8880,FALSE,SIN,Asia Pacific,Singapore,67,8.95
47.236.254.120,2086,2086,FALSE,SIN,Asia Pacific,Singapore,67,8.95
47.242.79.71,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,40,8.94
8.219.40.255,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,8.94
8.218.22.210,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,36,8.94
8.222.209.223,2096,2096,TRUE,SIN,Asia Pacific,Singapore,94,8.94
8.218.181.189,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,105,8.94
8.219.111.147,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,8.94
8.219.111.175,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,8.94
8.222.202.163,2096,2096,TRUE,SIN,Asia Pacific,Singapore,50,8.94
8.219.104.37,8443,8443,TRUE,SIN,Asia Pacific,Singapore,88,8.93
8.222.210.182,443,443,TRUE,SIN,Asia Pacific,Singapore,95,8.93
8.219.73.188,2082,2082,FALSE,SIN,Asia Pacific,Singapore,223,8.93
8.219.126.240,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.93
47.236.202.91,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,8.93
8.222.254.91,2087,2087,TRUE,SIN,Asia Pacific,Singapore,75,8.92
8.217.147.230,80,80,FALSE,HKG,Asia Pacific,Hong Kong,43,8.92
8.219.157.97,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.92
8.219.111.147,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,8.92
47.76.37.57,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,37,8.91
8.219.42.72,2096,2096,TRUE,SIN,Asia Pacific,Singapore,60,8.91
47.245.118.70,2083,2083,TRUE,SIN,Asia Pacific,Singapore,73,8.91
8.217.49.34,443,443,TRUE,HKG,Asia Pacific,Hong Kong,131,8.9
47.236.174.206,2087,2087,TRUE,SIN,Asia Pacific,Singapore,195,8.9
8.222.180.86,8443,8443,TRUE,SIN,Asia Pacific,Singapore,84,8.9
8.219.147.58,2082,2082,FALSE,SIN,Asia Pacific,Singapore,24,8.9
8.219.193.22,2053,2053,TRUE,SIN,Asia Pacific,Singapore,108,8.9
8.222.214.231,2087,2087,TRUE,SIN,Asia Pacific,Singapore,86,8.9
8.219.102.252,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,8.89
8.219.250.239,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.89
8.219.111.147,80,80,FALSE,SIN,Asia Pacific,Singapore,6,8.89
8.222.144.50,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,8.88
8.218.243.95,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,46,8.88
47.236.144.156,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,8.88
8.222.144.117,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,8.87
8.222.211.16,443,443,TRUE,SIN,Asia Pacific,Singapore,74,8.87
8.219.139.13,2096,2096,TRUE,SIN,Asia Pacific,Singapore,111,8.87
8.222.180.242,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,8.87
8.222.208.38,443,443,TRUE,SIN,Asia Pacific,Singapore,84,8.86
47.245.84.124,2053,2053,TRUE,SIN,Asia Pacific,Singapore,89,8.86
8.219.84.102,8080,8080,FALSE,SIN,Asia Pacific,Singapore,27,8.86
47.242.202.230,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,39,8.85
8.219.107.135,2087,2087,TRUE,SIN,Asia Pacific,Singapore,114,8.85
8.219.78.1,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,8.85
8.219.111.147,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,8.85
8.222.244.123,2096,2096,TRUE,SIN,Asia Pacific,Singapore,56,8.85
8.217.250.222,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,70,8.85
47.243.183.127,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,94,8.85
47.74.7.51,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,109,8.84
8.219.40.255,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,8.84
47.236.87.206,2082,2082,FALSE,SIN,Asia Pacific,Singapore,35,8.84
8.218.22.210,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,37,8.84
8.219.201.174,2052,2052,FALSE,SIN,Asia Pacific,Singapore,24,8.84
47.76.49.246,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,72,8.84
8.222.255.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,8.83
8.222.193.208,2083,2083,TRUE,SIN,Asia Pacific,Singapore,97,8.82
8.222.202.163,2053,2053,TRUE,SIN,Asia Pacific,Singapore,43,8.82
8.222.128.131,2053,2053,TRUE,SIN,Asia Pacific,Singapore,71,8.82
47.236.171.205,80,80,FALSE,SIN,Asia Pacific,Singapore,23,8.82
8.219.0.162,2096,2096,TRUE,SIN,Asia Pacific,Singapore,122,8.81
8.210.9.129,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,60,8.81
8.219.78.1,2053,2053,TRUE,SIN,Asia Pacific,Singapore,68,8.81
8.219.74.35,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,8.81
8.219.147.58,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,8.8
47.242.79.71,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,74,8.8
47.236.104.11,2053,2053,TRUE,SIN,Asia Pacific,Singapore,38,8.8
8.218.201.73,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,111,8.8
8.219.191.40,80,80,FALSE,SIN,Asia Pacific,Singapore,22,8.8
8.219.4.122,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,8.8
8.219.86.200,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,8.79
8.217.239.116,80,80,FALSE,HKG,Asia Pacific,Hong Kong,45,8.79
8.219.170.180,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,8.79
8.219.74.35,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,8.79
47.236.169.164,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.79
8.219.6.157,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,8.79
47.236.174.206,2096,2096,TRUE,SIN,Asia Pacific,Singapore,170,8.79
47.236.253.41,2083,2083,TRUE,SIN,Asia Pacific,Singapore,82,8.79
8.219.122.96,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,8.79
8.219.83.201,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,8.78
8.222.210.182,443,443,TRUE,SIN,Asia Pacific,Singapore,112,8.78
8.219.170.223,2096,2096,TRUE,SIN,Asia Pacific,Singapore,86,8.78
47.236.87.246,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,8.77
8.219.199.220,2087,2087,TRUE,SIN,Asia Pacific,Singapore,107,8.77
8.219.126.3,80,80,FALSE,SIN,Asia Pacific,Singapore,7,8.77
8.219.50.180,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,8.76
8.219.111.175,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,8.76
8.219.159.232,2086,2086,FALSE,SIN,Asia Pacific,Singapore,10,8.76
8.222.144.50,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,8.76
47.236.125.62,80,80,FALSE,NRT,Asia Pacific,Tokyo,86,8.76
47.236.125.62,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,81,8.76
8.222.212.172,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,8.76
8.219.77.222,2096,2096,TRUE,SIN,Asia Pacific,Singapore,84,8.76
47.236.75.113,2087,2087,TRUE,SIN,Asia Pacific,Singapore,48,8.76
8.222.249.190,2096,2096,TRUE,SIN,Asia Pacific,Singapore,110,8.75
8.219.4.122,80,80,FALSE,SIN,Asia Pacific,Singapore,44,8.74
47.236.164.215,2083,2083,TRUE,SIN,Asia Pacific,Singapore,187,8.74
8.222.249.98,8880,8880,FALSE,SIN,Asia Pacific,Singapore,27,8.74
47.236.202.91,8880,8880,FALSE,SIN,Asia Pacific,Singapore,20,8.74
8.219.98.13,2095,2095,FALSE,SIN,Asia Pacific,Singapore,11,8.74
8.219.174.213,2087,2087,TRUE,SIN,Asia Pacific,Singapore,74,8.74
8.222.152.165,8880,8880,FALSE,SIN,Asia Pacific,Singapore,33,8.74
8.219.201.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,83,8.73
8.222.187.4,2053,2053,TRUE,SIN,Asia Pacific,Singapore,36,8.73
8.222.183.242,2083,2083,TRUE,SIN,Asia Pacific,Singapore,115,8.72
8.219.1.92,8443,8443,TRUE,SIN,Asia Pacific,Singapore,75,8.72
8.219.111.147,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,8.71
8.219.201.8,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,8.71
8.219.100.155,80,80,FALSE,SIN,Asia Pacific,Singapore,5,8.71
8.219.73.21,2096,2096,TRUE,SIN,Asia Pacific,Singapore,138,8.71
8.219.126.3,2087,2087,TRUE,SIN,Asia Pacific,Singapore,116,8.71
8.219.122.55,2053,2053,TRUE,SIN,Asia Pacific,Singapore,64,8.71
47.236.144.48,2096,2096,TRUE,SIN,Asia Pacific,Singapore,82,8.7
8.217.49.34,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,47,8.7
8.222.219.34,8880,8880,FALSE,SIN,Asia Pacific,Singapore,44,8.7
47.236.170.54,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,8.69
47.236.149.107,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,8.69
8.219.247.203,2096,2096,TRUE,SIN,Asia Pacific,Singapore,55,8.69
8.222.180.86,8443,8443,TRUE,SIN,Asia Pacific,Singapore,43,8.68
8.219.142.229,2053,2053,TRUE,SIN,Asia Pacific,Singapore,108,8.68
8.218.181.189,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,44,8.68
8.219.5.10,80,80,FALSE,SIN,Asia Pacific,Singapore,7,8.68
8.222.224.17,2083,2083,TRUE,SIN,Asia Pacific,Singapore,62,8.67
47.236.104.11,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,8.67
8.222.212.172,8080,8080,FALSE,SIN,Asia Pacific,Singapore,8,8.67
8.219.174.213,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,8.67
47.242.174.27,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,43,8.67
8.219.103.57,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,8.67
8.219.111.147,2083,2083,TRUE,SIN,Asia Pacific,Singapore,101,8.67
47.236.254.120,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,8.66
8.219.84.102,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,8.66
8.217.49.34,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,79,8.66
8.218.143.10,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,254,8.66
8.217.207.60,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,45,8.66
8.219.228.193,2095,2095,FALSE,SIN,Asia Pacific,Singapore,30,8.65
8.222.198.105,2096,2096,TRUE,SIN,Asia Pacific,Singapore,129,8.65
8.219.170.232,2052,2052,FALSE,SIN,Asia Pacific,Singapore,44,8.65
8.222.226.15,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,8.65
8.210.9.129,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,59,8.65
47.236.116.26,80,80,FALSE,SIN,Asia Pacific,Singapore,15,8.65
8.222.237.131,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,8.64
47.236.144.156,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,8.64
8.222.221.86,2052,2052,FALSE,SIN,Asia Pacific,Singapore,21,8.63
8.219.103.57,2053,2053,TRUE,SIN,Asia Pacific,Singapore,69,8.63
47.245.118.70,2053,2053,TRUE,SIN,Asia Pacific,Singapore,135,8.63
8.210.21.65,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,99,8.63
8.219.124.227,2083,2083,TRUE,SIN,Asia Pacific,Singapore,82,8.63
8.210.250.120,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,69,8.63
47.236.117.48,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,8.63
8.222.128.131,2087,2087,TRUE,SIN,Asia Pacific,Singapore,43,8.63
8.219.99.169,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,8.63
8.219.153.237,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,76,8.62
8.219.201.245,2086,2086,FALSE,SIN,Asia Pacific,Singapore,126,8.62
8.222.187.4,2087,2087,TRUE,SIN,Asia Pacific,Singapore,76,8.62
8.219.106.15,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,8.62
47.236.144.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,18,8.62
8.219.99.8,2087,2087,TRUE,SIN,Asia Pacific,Singapore,109,8.61
8.219.11.158,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,8.61
8.218.207.169,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,136,8.6
8.219.4.122,8080,8080,FALSE,SIN,Asia Pacific,Singapore,8,8.6
8.219.156.148,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,8.6
8.219.170.223,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,8.6
8.219.157.97,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,8.6
8.222.180.242,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,8.6
8.219.196.117,8880,8880,FALSE,SIN,Asia Pacific,Singapore,32,8.59
8.218.11.90,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,52,8.59
8.219.42.72,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,8.59
8.218.207.169,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,63,8.59
8.219.103.126,8443,8443,TRUE,SIN,Asia Pacific,Singapore,54,8.58
8.219.170.232,2086,2086,FALSE,SIN,Asia Pacific,Singapore,29,8.58
8.219.102.252,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,8.57
47.236.168.17,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,8.57
8.217.85.14,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,83,8.56
8.219.13.143,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,8.56
8.222.208.83,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,8.56
8.222.215.228,2083,2083,TRUE,SIN,Asia Pacific,Singapore,8,8.56
8.222.252.150,2083,2083,TRUE,SIN,Asia Pacific,Singapore,84,8.56
8.218.207.169,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,8.56
8.219.40.255,8443,8443,TRUE,SIN,Asia Pacific,Singapore,53,8.56
8.219.111.175,443,443,TRUE,SIN,Asia Pacific,Singapore,88,8.55
8.218.110.180,80,80,FALSE,HKG,Asia Pacific,Hong Kong,36,8.54
47.236.146.249,2087,2087,TRUE,SIN,Asia Pacific,Singapore,75,8.54
8.222.219.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,24,8.54
47.236.165.25,8080,8080,FALSE,SIN,Asia Pacific,Singapore,28,8.53
47.236.87.206,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,8.53
8.222.144.50,2052,2052,FALSE,SIN,Asia Pacific,Singapore,44,8.53
8.218.204.128,80,80,FALSE,HKG,Asia Pacific,Hong Kong,87,8.53
8.219.103.65,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,8.52
8.218.11.90,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,34,8.52
8.222.187.4,2096,2096,TRUE,SIN,Asia Pacific,Singapore,114,8.52
8.219.124.227,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,8.52
8.222.252.150,443,443,TRUE,SIN,Asia Pacific,Singapore,46,8.52
8.222.208.83,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,8.51
8.222.244.192,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,8.51
8.217.164.10,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,63,8.51
8.219.103.65,2096,2096,TRUE,SIN,Asia Pacific,Singapore,79,8.51
8.219.98.13,2086,2086,FALSE,SIN,Asia Pacific,Singapore,23,8.5
8.219.5.10,2096,2096,TRUE,SIN,Asia Pacific,Singapore,108,8.5
8.210.101.157,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,99,8.5
8.222.221.90,2053,2053,TRUE,SIN,Asia Pacific,Singapore,70,8.5
8.218.18.235,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,44,8.5
8.217.49.34,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,92,8.5
8.222.193.208,2095,2095,FALSE,SIN,Asia Pacific,Singapore,23,8.49
8.219.0.162,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,8.49
8.217.250.5,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,46,8.49
8.219.191.40,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,8.49
8.222.134.170,8443,8443,TRUE,SIN,Asia Pacific,Singapore,79,8.48
47.245.93.74,2053,2053,TRUE,SIN,Asia Pacific,Singapore,42,8.48
8.219.103.126,2087,2087,TRUE,SIN,Asia Pacific,Singapore,100,8.48
8.217.91.121,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,67,8.48
47.236.144.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,16,8.48
8.219.103.65,2095,2095,FALSE,SIN,Asia Pacific,Singapore,25,8.47
8.219.242.208,2096,2096,TRUE,SIN,Asia Pacific,Singapore,120,8.47
8.218.146.204,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,193,8.47
8.222.215.228,2096,2096,TRUE,SIN,Asia Pacific,Singapore,70,8.47
8.219.170.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,60,8.46
8.219.147.58,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.46
8.219.228.193,8443,8443,TRUE,SIN,Asia Pacific,Singapore,25,8.46
8.219.142.229,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,8.46
8.219.110.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,71,8.45
8.219.206.180,443,443,TRUE,SIN,Asia Pacific,Singapore,88,8.44
8.219.5.10,8080,8080,FALSE,SIN,Asia Pacific,Singapore,20,8.44
8.219.139.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,8.43
8.222.187.4,2083,2083,TRUE,SIN,Asia Pacific,Singapore,90,8.43
8.219.153.237,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,172,8.43
47.76.80.72,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,58,8.43
47.236.254.120,2096,2096,TRUE,SIN,Asia Pacific,Singapore,54,8.42
47.236.165.25,8880,8880,FALSE,SIN,Asia Pacific,Singapore,54,8.42
8.219.209.14,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,8.42
8.219.124.227,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,8.42
8.218.188.129,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,61,8.41
8.222.213.221,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,8.41
8.218.181.189,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,48,8.41
8.218.22.210,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,157,8.41
8.219.84.102,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,8.41
8.219.113.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,26,8.4
8.219.66.156,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,99,8.4
8.222.209.223,2083,2083,TRUE,SIN,Asia Pacific,Singapore,78,8.4
8.219.101.138,8443,8443,TRUE,SIN,Asia Pacific,Singapore,55,8.39
47.245.108.213,2086,2086,FALSE,SIN,Asia Pacific,Singapore,52,8.39
8.222.219.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,8.39
8.222.134.170,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,8.39
8.222.197.251,2087,2087,TRUE,SIN,Asia Pacific,Singapore,83,8.38
8.219.42.72,443,443,TRUE,SIN,Asia Pacific,Singapore,52,8.38
47.236.125.62,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,152,8.38
8.219.12.152,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,8.37
8.219.220.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,58,8.37
8.222.128.131,443,443,TRUE,SIN,Asia Pacific,Singapore,93,8.37
8.219.101.72,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,8.37
8.219.11.158,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,8.37
8.219.209.14,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,8.37
47.236.97.90,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,8.37
8.222.221.90,80,80,FALSE,SIN,Asia Pacific,Singapore,4,8.35
8.219.103.126,2053,2053,TRUE,SIN,Asia Pacific,Singapore,59,8.35
8.222.254.91,2053,2053,TRUE,SIN,Asia Pacific,Singapore,98,8.34
8.222.174.108,2087,2087,TRUE,SIN,Asia Pacific,Singapore,89,8.34
8.217.193.25,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,66,8.34
8.222.253.235,2082,2082,FALSE,SIN,Asia Pacific,Singapore,21,8.34
8.219.157.97,2053,2053,TRUE,SIN,Asia Pacific,Singapore,67,8.34
8.219.84.214,2083,2083,TRUE,SIN,Asia Pacific,Singapore,38,8.34
8.219.111.147,2083,2083,TRUE,SIN,Asia Pacific,Singapore,37,8.34
8.219.137.50,2096,2096,TRUE,SIN,Asia Pacific,Singapore,78,8.34
8.219.157.97,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,8.33
8.219.153.237,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,71,8.33
8.217.250.222,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,80,8.33
8.219.110.88,2083,2083,TRUE,SIN,Asia Pacific,Singapore,76,8.33
8.219.147.58,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,8.33
8.219.107.135,2087,2087,TRUE,SIN,Asia Pacific,Singapore,103,8.32
8.222.208.83,2083,2083,TRUE,SIN,Asia Pacific,Singapore,173,8.32
8.219.114.201,2053,2053,TRUE,SIN,Asia Pacific,Singapore,107,8.32
47.236.145.85,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,8.32
8.222.212.219,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,8.32
8.222.144.117,2087,2087,TRUE,SIN,Asia Pacific,Singapore,130,8.32
8.219.1.92,80,80,FALSE,SIN,Asia Pacific,Singapore,37,8.32
8.219.196.24,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,8.32
47.236.170.54,2082,2082,FALSE,SIN,Asia Pacific,Singapore,23,8.31
47.236.167.231,2087,2087,TRUE,SIN,Asia Pacific,Singapore,164,8.31
8.222.214.13,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.31
47.242.17.250,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,52,8.31
8.219.193.202,2087,2087,TRUE,SIN,Asia Pacific,Singapore,127,8.31
8.219.159.232,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,8.31
8.222.254.91,80,80,FALSE,SIN,Asia Pacific,Singapore,4,8.31
8.219.3.53,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.31
8.222.210.182,2086,2086,FALSE,SIN,Asia Pacific,Singapore,18,8.3
8.219.222.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,19,8.3
8.219.170.180,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,8.3
8.219.106.156,2087,2087,TRUE,SIN,Asia Pacific,Singapore,101,8.3
8.217.250.222,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,60,8.3
8.219.122.96,80,80,FALSE,SIN,Asia Pacific,Singapore,8,8.29
8.219.13.143,2083,2083,TRUE,SIN,Asia Pacific,Singapore,78,8.29
47.236.167.231,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.29
47.242.59.216,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,37,8.28
8.217.147.230,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,69,8.28
8.222.183.242,8880,8880,FALSE,SIN,Asia Pacific,Singapore,59,8.28
8.222.223.34,8443,8443,TRUE,SIN,Asia Pacific,Singapore,84,8.27
8.217.49.34,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,90,8.27
47.236.169.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,25,8.27
47.245.108.213,2052,2052,FALSE,SIN,Asia Pacific,Singapore,23,8.27
8.218.8.142,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,58,8.26
8.219.167.65,443,443,TRUE,SIN,Asia Pacific,Singapore,53,8.26
8.219.106.15,2083,2083,TRUE,SIN,Asia Pacific,Singapore,36,8.26
47.76.37.57,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,45,8.26
8.219.73.188,2082,2082,FALSE,SIN,Asia Pacific,Singapore,32,8.26
47.236.104.11,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,8.26
47.236.171.205,2096,2096,TRUE,SIN,Asia Pacific,Singapore,108,8.25
8.219.78.1,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,8.25
47.236.149.107,80,80,FALSE,SIN,Asia Pacific,Singapore,14,8.25
8.222.224.17,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,8.25
47.236.130.95,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,8.25
