IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.79.71,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,101,8.24
8.210.39.96,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,54,8.24
47.242.54.157,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,64,8.24
8.219.13.143,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,8.24
8.222.221.109,2083,2083,TRUE,SIN,Asia Pacific,Singapore,59,8.23
47.76.178.146,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,41,8.23
8.219.170.232,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.23
8.222.184.198,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,8.22
8.219.51.211,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,8.22
8.222.144.50,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,8.22
8.219.122.96,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,8.22
8.219.1.92,2096,2096,TRUE,SIN,Asia Pacific,Singapore,72,8.22
8.217.159.210,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,35,8.22
8.219.42.72,8080,8080,FALSE,SIN,Asia Pacific,Singapore,45,8.22
8.222.138.164,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,8.22
8.218.11.90,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,8.21
8.222.249.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,8.2
8.222.211.16,443,443,TRUE,SIN,Asia Pacific,Singapore,90,8.2
8.222.180.86,2087,2087,TRUE,SIN,Asia Pacific,Singapore,82,8.2
8.219.151.193,2096,2096,TRUE,SIN,Asia Pacific,Singapore,63,8.2
8.222.180.86,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,8.2
8.219.103.126,2096,2096,TRUE,SIN,Asia Pacific,Singapore,54,8.2
8.219.87.34,2087,2087,TRUE,SIN,Asia Pacific,Singapore,95,8.19
47.236.172.95,2053,2053,TRUE,SIN,Asia Pacific,Singapore,93,8.19
8.219.140.63,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,8.19
8.219.51.211,2083,2083,TRUE,SIN,Asia Pacific,Singapore,9,8.18
47.236.170.54,80,80,FALSE,SIN,Asia Pacific,Singapore,7,8.18
8.222.221.90,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,8.18
8.219.51.211,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,8.18
8.222.184.198,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,8.17
47.236.167.231,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,8.17
8.222.162.45,2083,2083,TRUE,SIN,Asia Pacific,Singapore,203,8.17
8.217.85.14,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,86,8.17
8.219.86.200,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,8.17
47.236.121.23,2083,2083,TRUE,SIN,Asia Pacific,Singapore,33,8.16
8.222.202.163,2053,2053,TRUE,SIN,Asia Pacific,Singapore,152,8.16
47.236.169.141,8080,8080,FALSE,SIN,Asia Pacific,Singapore,14,8.16
8.222.236.229,2095,2095,FALSE,SIN,Asia Pacific,Singapore,24,8.16
8.219.60.54,2083,2083,TRUE,SIN,Asia Pacific,Singapore,82,8.15
8.222.249.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,45,8.15
8.210.66.190,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,60,8.14
47.236.93.176,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,8.14
47.243.183.127,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,88,8.14
8.219.100.155,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,8.14
8.219.60.54,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,8.14
8.222.140.87,2095,2095,FALSE,SIN,Asia Pacific,Singapore,23,8.14
47.236.144.48,2087,2087,TRUE,SIN,Asia Pacific,Singapore,97,8.14
47.236.104.98,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,8.13
8.217.164.10,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,38,8.13
47.74.37.50,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,84,8.13
8.219.98.13,2053,2053,TRUE,SIN,Asia Pacific,Singapore,46,8.12
8.222.208.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,98,8.12
8.219.6.157,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,8.12
8.219.13.143,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,8.12
47.236.121.7,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,8.12
8.222.249.190,8443,8443,TRUE,SIN,Asia Pacific,Singapore,164,8.11
8.219.40.37,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,8.11
8.219.40.255,2083,2083,TRUE,SIN,Asia Pacific,Singapore,23,8.11
47.245.107.174,8080,8080,FALSE,SIN,Asia Pacific,Singapore,65,8.11
8.219.102.252,2053,2053,TRUE,SIN,Asia Pacific,Singapore,112,8.1
8.219.126.240,2053,2053,TRUE,SIN,Asia Pacific,Singapore,52,8.1
8.219.42.72,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,8.1
8.219.111.147,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,8.1
8.222.211.16,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,8.09
8.222.252.150,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,8.09
8.218.188.129,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,75,8.09
8.222.222.64,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,8.09
8.222.221.86,2087,2087,TRUE,SIN,Asia Pacific,Singapore,37,8.09
8.219.3.53,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,8.08
8.222.138.164,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,8.08
8.219.74.35,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,8.08
8.222.152.165,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,8.07
47.236.169.15,80,80,FALSE,SIN,Asia Pacific,Singapore,20,8.07
8.219.104.242,2083,2083,TRUE,SIN,Asia Pacific,Singapore,76,8.07
8.218.156.91,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,53,8.07
8.219.101.138,2096,2096,TRUE,SIN,Asia Pacific,Singapore,33,8.07
8.219.97.179,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,8.07
8.218.188.129,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,8.07
8.219.156.148,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,8.07
47.245.115.6,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,8.06
47.76.49.246,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,100,8.06
8.219.193.22,443,443,TRUE,SIN,Asia Pacific,Singapore,90,8.06
8.219.6.157,2096,2096,TRUE,SIN,Asia Pacific,Singapore,60,8.06
8.222.221.90,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,8.06
8.219.153.237,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,87,8.05
8.219.11.158,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,8.05
8.219.199.220,80,80,FALSE,SIN,Asia Pacific,Singapore,10,8.05
8.219.6.157,8080,8080,FALSE,SIN,Asia Pacific,Singapore,42,8.05
8.222.209.223,2053,2053,TRUE,SIN,Asia Pacific,Singapore,141,8.05
47.236.169.141,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,8.04
47.236.253.41,8080,8080,FALSE,SIN,Asia Pacific,Singapore,38,8.04
8.210.245.224,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,65,8.04
8.222.254.91,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,8.04
47.76.146.1,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,44,8.04
47.245.118.70,80,80,FALSE,SIN,Asia Pacific,Singapore,19,8.04
8.222.144.50,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,8.04
47.242.59.216,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,53,8.03
8.222.214.13,8443,8443,TRUE,SIN,Asia Pacific,Singapore,80,8.03
47.236.169.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,29,8.03
8.222.198.105,2087,2087,TRUE,SIN,Asia Pacific,Singapore,39,8.03
8.219.142.191,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,8.03
8.219.126.240,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,8.03
8.219.61.52,80,80,FALSE,SIN,Asia Pacific,Singapore,9,8.03
47.236.254.120,2053,2053,TRUE,SIN,Asia Pacific,Singapore,96,8.02
47.236.93.176,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,8.02
47.236.104.11,2083,2083,TRUE,SIN,Asia Pacific,Singapore,40,8.02
8.219.82.35,8080,8080,FALSE,SIN,Asia Pacific,Singapore,2,8.02
8.217.251.62,80,80,FALSE,HKG,Asia Pacific,Hong Kong,40,8.01
8.219.106.15,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,8.01
8.219.106.15,80,80,FALSE,SIN,Asia Pacific,Singapore,11,8.01
47.236.83.239,2083,2083,TRUE,SIN,Asia Pacific,Singapore,82,8.01
8.210.21.65,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,45,8
8.219.60.54,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,7.99
8.222.197.251,2052,2052,FALSE,SIN,Asia Pacific,Singapore,28,7.99
8.219.111.175,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,7.99
47.236.104.98,80,80,FALSE,SIN,Asia Pacific,Singapore,13,7.99
47.245.115.6,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,7.98
8.219.40.255,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,7.98
47.238.4.124,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,54,7.98
47.236.104.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,58,7.98
8.219.141.174,2083,2083,TRUE,SIN,Asia Pacific,Singapore,86,7.98
8.219.103.126,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,7.97
8.219.51.211,443,443,TRUE,SIN,Asia Pacific,Singapore,53,7.97
8.222.252.150,2087,2087,TRUE,SIN,Asia Pacific,Singapore,90,7.97
8.222.254.91,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,7.97
8.222.193.208,80,80,FALSE,SIN,Asia Pacific,Singapore,5,7.96
8.219.170.232,2053,2053,TRUE,SIN,Asia Pacific,Singapore,104,7.96
8.219.110.88,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,7.96
8.222.187.4,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,7.95
8.219.78.1,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,7.95
47.236.130.95,2052,2052,FALSE,SIN,Asia Pacific,Singapore,29,7.94
8.217.159.210,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,73,7.94
47.236.180.51,2082,2082,FALSE,SIN,Asia Pacific,Singapore,22,7.94
8.219.242.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,28,7.94
47.236.125.62,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,129,7.94
8.219.153.237,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,91,7.94
8.222.152.165,80,80,FALSE,SIN,Asia Pacific,Singapore,8,7.94
8.219.113.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,13,7.93
47.236.169.164,8443,8443,TRUE,SIN,Asia Pacific,Singapore,66,7.93
8.219.93.5,2083,2083,TRUE,SIN,Asia Pacific,Singapore,54,7.93
47.74.5.99,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,72,7.93
8.222.215.228,8443,8443,TRUE,SIN,Asia Pacific,Singapore,61,7.93
8.222.254.91,2096,2096,TRUE,SIN,Asia Pacific,Singapore,95,7.93
47.236.87.206,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,7.93
47.236.165.25,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,7.93
8.219.229.190,2087,2087,TRUE,SIN,Asia Pacific,Singapore,4,7.92
8.219.170.232,443,443,TRUE,SIN,Asia Pacific,Singapore,76,7.92
47.236.144.156,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,7.92
47.245.107.174,2086,2086,FALSE,SIN,Asia Pacific,Singapore,21,7.92
8.222.210.182,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,7.92
47.236.116.182,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,7.92
8.219.78.1,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,7.92
47.236.169.15,2083,2083,TRUE,SIN,Asia Pacific,Singapore,168,7.92
8.222.180.86,2096,2096,TRUE,SIN,Asia Pacific,Singapore,47,7.92
8.217.147.230,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,7.91
8.219.151.193,2053,2053,TRUE,SIN,Asia Pacific,Singapore,81,7.91
47.236.172.71,2053,2053,TRUE,SIN,Asia Pacific,Singapore,61,7.91
47.236.254.120,2053,2053,TRUE,SIN,Asia Pacific,Singapore,95,7.91
8.219.84.214,443,443,TRUE,SIN,Asia Pacific,Singapore,91,7.91
8.218.243.95,80,80,FALSE,HKG,Asia Pacific,Hong Kong,43,7.9
8.219.242.208,2083,2083,TRUE,SIN,Asia Pacific,Singapore,48,7.9
47.236.180.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,7.9
8.218.85.128,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,60,7.9
47.76.178.146,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,101,7.9
8.222.138.164,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,7.9
8.222.208.83,80,80,FALSE,SIN,Asia Pacific,Singapore,8,7.89
8.210.9.129,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,49,7.89
47.236.165.25,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,7.89
47.245.115.6,8080,8080,FALSE,SIN,Asia Pacific,Singapore,37,7.89
47.88.101.9,443,443,TRUE,SJC,North America,San Jose,171,7.89
8.222.152.165,2087,2087,TRUE,SIN,Asia Pacific,Singapore,63,7.88
8.222.136.247,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,7.88
8.210.107.246,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,48,7.88
8.222.214.13,2083,2083,TRUE,SIN,Asia Pacific,Singapore,104,7.88
8.222.214.231,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,7.88
8.219.50.180,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,7.88
47.236.144.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,40,7.88
8.222.253.235,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,7.88
8.222.198.105,2086,2086,FALSE,SIN,Asia Pacific,Singapore,23,7.88
8.219.6.157,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,7.88
8.219.0.162,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,7.87
8.219.159.232,2095,2095,FALSE,SIN,Asia Pacific,Singapore,25,7.87
47.236.254.120,2087,2087,TRUE,SIN,Asia Pacific,Singapore,93,7.86
8.218.52.115,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,46,7.85
47.236.104.11,80,80,FALSE,SIN,Asia Pacific,Singapore,22,7.85
47.245.126.151,2053,2053,TRUE,SIN,Asia Pacific,Singapore,140,7.85
47.236.169.164,2083,2083,TRUE,SIN,Asia Pacific,Singapore,122,7.84
8.222.162.45,2053,2053,TRUE,SIN,Asia Pacific,Singapore,105,7.83
8.222.174.108,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,7.83
47.236.202.91,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.83
8.219.197.111,2086,2086,FALSE,SIN,Asia Pacific,Singapore,243,7.83
8.219.67.133,8443,8443,TRUE,SIN,Asia Pacific,Singapore,108,7.83
8.222.162.45,2086,2086,FALSE,SIN,Asia Pacific,Singapore,27,7.82
8.219.222.98,2087,2087,TRUE,SIN,Asia Pacific,Singapore,77,7.82
8.217.85.14,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,69,7.82
8.217.147.230,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,56,7.81
8.222.212.172,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,7.81
47.236.150.13,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,7.81
8.218.52.115,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,74,7.8
47.236.169.15,80,80,FALSE,SIN,Asia Pacific,Singapore,16,7.8
8.217.193.25,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,7.8
47.236.165.25,2083,2083,TRUE,SIN,Asia Pacific,Singapore,136,7.8
8.219.126.240,2083,2083,TRUE,SIN,Asia Pacific,Singapore,71,7.79
8.218.126.53,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,49,7.78
8.222.213.221,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,7.78
47.236.146.249,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,7.78
8.222.140.87,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,7.77
8.219.67.133,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,7.77
8.210.9.129,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,41,7.77
8.219.97.179,80,80,FALSE,SIN,Asia Pacific,Singapore,17,7.76
8.217.164.10,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,65,7.76
8.219.147.58,2096,2096,TRUE,SIN,Asia Pacific,Singapore,47,7.76
8.217.221.165,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,69,7.76
8.219.170.180,8880,8880,FALSE,SIN,Asia Pacific,Singapore,13,7.75
8.219.199.220,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,7.75
8.218.243.95,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,105,7.74
8.219.145.245,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.74
8.219.126.3,80,80,FALSE,SIN,Asia Pacific,Singapore,15,7.74
8.219.1.92,2087,2087,TRUE,SIN,Asia Pacific,Singapore,53,7.74
8.222.144.117,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,7.74
8.219.122.96,2083,2083,TRUE,SIN,Asia Pacific,Singapore,81,7.74
47.236.104.11,8443,8443,TRUE,SIN,Asia Pacific,Singapore,1037,7.73
47.236.165.25,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,7.72
47.236.121.23,2096,2096,TRUE,SIN,Asia Pacific,Singapore,47,7.72
47.76.178.146,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,48,7.72
8.222.253.235,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,7.72
47.236.144.156,2086,2086,FALSE,SIN,Asia Pacific,Singapore,10,7.71
47.236.253.41,80,80,FALSE,SIN,Asia Pacific,Singapore,17,7.71
8.222.209.223,8443,8443,TRUE,SIN,Asia Pacific,Singapore,100,7.71
8.222.221.86,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,7.7
47.237.8.82,8443,8443,TRUE,SIN,Asia Pacific,Singapore,14,7.7
8.219.237.250,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,7.7
47.242.59.216,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,77,7.69
8.219.13.143,443,443,TRUE,SIN,Asia Pacific,Singapore,95,7.69
47.236.169.164,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,7.69
8.222.136.247,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,7.69
47.236.144.196,8443,8443,TRUE,SIN,Asia Pacific,Singapore,60,7.68
8.218.22.210,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,80,7.68
47.236.172.71,2083,2083,TRUE,SIN,Asia Pacific,Singapore,27,7.68
8.219.126.3,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,7.68
8.210.3.24,80,80,FALSE,HKG,Asia Pacific,Hong Kong,53,7.67
8.218.143.10,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,7.67
8.219.100.155,2096,2096,TRUE,SIN,Asia Pacific,Singapore,82,7.67
8.219.104.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,7.66
8.222.150.197,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,7.66
8.217.250.222,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,42,7.66
8.210.9.129,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,40,7.66
47.242.202.230,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,64,7.65
8.219.40.255,8443,8443,TRUE,SIN,Asia Pacific,Singapore,112,7.65
8.219.50.180,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,7.65
8.222.226.15,2083,2083,TRUE,SIN,Asia Pacific,Singapore,15,7.65
8.219.163.195,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,7.65
8.219.142.229,8080,8080,FALSE,SIN,Asia Pacific,Singapore,35,7.65
8.222.146.222,2095,2095,FALSE,SIN,Asia Pacific,Singapore,33,7.65
47.236.144.196,2052,2052,FALSE,SIN,Asia Pacific,Singapore,21,7.65
8.217.167.88,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,63,7.65
8.210.65.1,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,54,7.65
8.222.252.150,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,7.64
47.236.93.176,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,7.64
8.222.211.16,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,7.64
8.219.145.245,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,7.64
8.219.157.97,2083,2083,TRUE,SIN,Asia Pacific,Singapore,104,7.64
47.236.87.246,2052,2052,FALSE,SIN,Asia Pacific,Singapore,41,7.64
8.222.187.4,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,7.64
47.236.254.120,2052,2052,FALSE,SIN,Asia Pacific,Singapore,28,7.64
8.218.204.128,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,67,7.63
8.219.103.65,2053,2053,TRUE,SIN,Asia Pacific,Singapore,49,7.63
8.222.208.38,2096,2096,TRUE,SIN,Asia Pacific,Singapore,84,7.62
47.91.87.246,443,443,TRUE,FRA,Europe,Frankfurt,275,7.62
47.245.108.213,443,443,TRUE,SIN,Asia Pacific,Singapore,23,7.62
8.218.211.17,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,102,7.62
47.236.172.95,2096,2096,TRUE,SIN,Asia Pacific,Singapore,58,7.62
8.219.200.145,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,7.62
8.219.40.255,2096,2096,TRUE,SIN,Asia Pacific,Singapore,98,7.62
8.218.243.95,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,48,7.61
8.222.226.15,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,7.61
8.219.40.37,2053,2053,TRUE,SIN,Asia Pacific,Singapore,84,7.61
8.219.198.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,60,7.6
47.236.146.249,2096,2096,TRUE,SIN,Asia Pacific,Singapore,66,7.59
47.237.8.82,2096,2096,TRUE,SIN,Asia Pacific,Singapore,42,7.59
8.219.3.53,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.58
8.210.39.96,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,62,7.58
8.219.241.189,2087,2087,TRUE,SIN,Asia Pacific,Singapore,74,7.57
47.236.172.71,2053,2053,TRUE,SIN,Asia Pacific,Singapore,134,7.57
8.219.58.64,2095,2095,FALSE,SIN,Asia Pacific,Singapore,24,7.57
47.236.93.176,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,7.57
8.222.255.15,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,7.56
47.236.253.41,2095,2095,FALSE,SIN,Asia Pacific,Singapore,24,7.56
8.222.249.190,8443,8443,TRUE,SIN,Asia Pacific,Singapore,60,7.56
8.217.49.34,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,84,7.56
8.222.244.192,80,80,FALSE,SIN,Asia Pacific,Singapore,11,7.55
8.222.208.83,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,7.55
8.219.110.88,8443,8443,TRUE,SIN,Asia Pacific,Singapore,73,7.55
8.222.219.34,8080,8080,FALSE,SIN,Asia Pacific,Singapore,30,7.55
8.210.39.96,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,48,7.55
8.222.221.109,2053,2053,TRUE,SIN,Asia Pacific,Singapore,21,7.55
47.236.121.7,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,7.54
8.219.40.255,8880,8880,FALSE,SIN,Asia Pacific,Singapore,18,7.54
8.218.211.17,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,51,7.53
8.219.122.55,2053,2053,TRUE,SIN,Asia Pacific,Singapore,54,7.53
8.219.110.88,2096,2096,TRUE,SIN,Asia Pacific,Singapore,46,7.53
47.245.107.174,8880,8880,FALSE,SIN,Asia Pacific,Singapore,32,7.53
8.219.167.65,2096,2096,TRUE,SIN,Asia Pacific,Singapore,80,7.53
47.236.144.196,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,7.53
8.218.207.169,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,57,7.52
8.222.214.13,2087,2087,TRUE,SIN,Asia Pacific,Singapore,139,7.52
8.222.255.15,2087,2087,TRUE,SIN,Asia Pacific,Singapore,58,7.51
8.218.211.17,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,89,7.51
8.210.65.1,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,42,7.51
8.219.113.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,7.51
8.219.145.245,8443,8443,TRUE,SIN,Asia Pacific,Singapore,111,7.51
8.219.122.96,443,443,TRUE,SIN,Asia Pacific,Singapore,44,7.5
8.218.156.91,80,80,FALSE,HKG,Asia Pacific,Hong Kong,41,7.5
8.222.162.45,8880,8880,FALSE,SIN,Asia Pacific,Singapore,44,7.49
8.219.61.52,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,7.49
8.222.184.198,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,7.49
8.219.66.156,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,76,7.49
8.218.18.132,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,101,7.49
47.236.117.48,2087,2087,TRUE,SIN,Asia Pacific,Singapore,28,7.49
8.222.144.117,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,7.48
8.219.193.202,80,80,FALSE,SIN,Asia Pacific,Singapore,15,7.48
8.222.223.34,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,7.47
8.210.66.190,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,39,7.47
8.219.202.130,2095,2095,FALSE,SIN,Asia Pacific,Singapore,27,7.47
8.222.210.182,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,7.47
8.219.140.63,2083,2083,TRUE,SIN,Asia Pacific,Singapore,76,7.47
8.222.221.86,2096,2096,TRUE,SIN,Asia Pacific,Singapore,56,7.47
8.217.167.88,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,7.47
8.219.152.195,8443,8443,TRUE,SIN,Asia Pacific,Singapore,94,7.46
47.236.170.54,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,7.46
